,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
382,haines junction,80.0,CA,1552534699.0,79.0,60.75,-137.51,269.455,2.26
383,pangody,56.0,RU,1552534700.0,89.0,65.85,74.49,266.03,5.71
384,imbituba,40.0,BR,1552532400.0,88.0,-28.24,-48.67,297.15,1.0
385,wajir,0.0,KE,1552534700.0,74.0,1.75,40.07,297.98,4.76
386,champerico,5.0,MX,1552531260.0,48.0,16.38,-93.6,301.15,0.96
387,barsovo,75.0,RU,1552532400.0,86.0,61.17,73.17,274.15,7.0
388,tharad,0.0,IN,1552534701.0,59.0,24.39,71.63,290.055,2.66
389,tigil,0.0,RU,1552534701.0,81.0,57.8,158.67,259.705,2.56
390,celano,32.0,IT,1552534542.0,87.0,42.09,13.54,281.15,1.5
391,miri,0.0,NG,1552534702.0,54.0,10.31,9.75,290.63,1.51
392,san patricio,68.0,PY,1552534702.0,90.0,-26.98,-56.83,294.705,1.16
393,tabou,0.0,CI,1552534702.0,97.0,4.42,-7.36,302.005,3.66
395,kavieng,68.0,PG,1552534591.0,100.0,-2.57,150.8,300.48,4.81
396,uribia,0.0,CO,1552534703.0,65.0,11.71,-72.27,298.88,7.71
397,waitara,92.0,NZ,1552534165.0,89.0,-39.0,174.24,294.82,2.81
398,jati,0.0,PK,1552534703.0,80.0,24.35,68.27,289.53,1.71
399,ntoum,75.0,GA,1552532400.0,94.0,0.39,9.76,298.15,0.5
400,kannur,0.0,IN,1552534703.0,52.0,11.88,75.37,299.855,1.46
401,salisbury,92.0,GB,1552534685.0,93.0,51.07,-1.8,282.15,7.7
402,arnprior,90.0,CA,1552534445.0,92.0,45.44,-76.36,273.15,4.1
403,muzhi,12.0,RU,1552534705.0,61.0,65.4,64.7,259.23,3.16
404,coquimbo,90.0,CL,1552532400.0,87.0,-29.95,-71.34,289.15,1.0
405,hamilton,75.0,BM,1552534270.0,67.0,32.3,-64.78,288.15,5.1
406,omagh,92.0,GB,1552534706.0,96.0,54.6,-7.3,281.955,10.51
407,lavrentiya,76.0,RU,1552534706.0,100.0,65.58,-170.99,266.88,13.66
408,kpandae,0.0,GH,1552534706.0,71.0,8.46,-0.01,300.755,4.21
409,mandi bahauddin,92.0,PK,1552534706.0,100.0,32.58,73.49,285.38,2.56
410,port lincoln,0.0,AU,1552534707.0,85.0,-34.72,135.86,293.405,2.96
411,nome,90.0,US,1552534704.0,88.0,30.04,-94.42,297.04,7.2
412,dubbo,20.0,AU,1552532400.0,23.0,-32.25,148.6,303.15,3.6
413,batagay-alyta,44.0,RU,1552534708.0,78.0,67.8,130.41,256.805,1.66
414,ukiah,1.0,US,1552534604.0,53.0,39.15,-123.21,284.15,1.5
415,bethel,1.0,US,1552532160.0,69.0,60.79,-161.76,277.15,3.1
416,tumut,92.0,AU,1552534709.0,84.0,-35.3,148.22,291.655,0.96
417,sao joao da barra,32.0,BR,1552534709.0,93.0,-21.64,-41.05,302.005,11.86
418,scottsbluff,90.0,US,1552534692.0,92.0,41.87,-103.67,271.48,15.9
419,brownsville,90.0,US,1552534708.0,94.0,25.91,-97.49,297.15,7.2
420,tuy hoa,64.0,VN,1552534710.0,81.0,13.08,109.3,300.13,3.16
421,sitka,12.0,US,1552534289.0,75.0,37.17,-99.65,276.48,10.28
422,puksoozero,0.0,RU,1552534710.0,57.0,62.59,40.61,256.53,1.31
423,san ignacio,0.0,CL,1552532400.0,67.0,-36.8,-72.03,290.15,7.7
424,dingle,0.0,PH,1552534711.0,48.0,11.0,122.67,303.88,5.96
425,ugoofaaru,12.0,MV,1552534513.0,98.0,5.67,73.0,301.955,4.91
426,vila velha,75.0,BR,1552534689.0,94.0,-3.71,-38.6,298.15,2.1
427,wattegama,32.0,LK,1552534712.0,76.0,7.35,80.68,298.355,1.71
428,chapais,90.0,CA,1552533420.0,92.0,49.78,-74.86,273.15,4.1
429,ponnani,20.0,IN,1552532400.0,83.0,10.77,75.93,300.15,2.1
430,biak,76.0,ID,1552534712.0,95.0,-0.91,122.88,299.855,1.56
431,lethem,24.0,GY,1552534713.0,57.0,3.38,-59.8,300.355,5.91
432,valparaiso,1.0,US,1552534671.0,58.0,41.47,-87.06,288.15,7.7
433,poiana teiului,64.0,RO,1552534703.0,77.0,47.12,25.92,275.37,1.01
435,medina del campo,0.0,ES,1552534204.0,74.0,41.31,-4.92,274.15,2.1
437,pisco,0.0,PE,1552532400.0,83.0,-13.71,-76.2,296.15,5.1
439,mujiayingzi,0.0,CN,1552534714.0,40.0,42.12,118.78,274.88,4.21
440,mill creek,40.0,US,1552534676.0,48.0,40.44,-77.93,281.48,2.06
441,hofn,92.0,IS,1552534715.0,100.0,64.25,-15.21,275.755,11.86
442,felanitx,20.0,ES,1552534309.0,71.0,39.47,3.15,285.15,4.1
443,alvdal,68.0,NO,1552533600.0,92.0,62.11,10.63,263.15,1.5
444,uryupinsk,0.0,RU,1552534393.0,81.0,50.8,42.01,268.15,1.31
446,saraza,0.0,PH,1552534716.0,67.0,8.74,117.78,302.855,2.86
447,saint-pierre,0.0,FR,1552534625.0,86.0,48.95,4.24,280.15,6.2
448,alegria,64.0,PH,1552534717.0,96.0,9.46,125.58,299.155,5.01
449,port hardy,90.0,CA,1552532400.0,81.0,50.7,-127.42,279.15,3.6
450,sabha,0.0,LY,1552534717.0,51.0,27.03,14.43,276.855,1.21
451,iraray,0.0,PH,1552534718.0,91.0,8.99,118.05,301.905,4.76
452,necocli,40.0,CO,1552532400.0,78.0,8.42,-76.79,300.15,7.2
453,severodvinsk,40.0,RU,1552532400.0,83.0,64.56,39.82,250.15,1.0
455,marquette,90.0,US,1552534528.0,100.0,46.54,-87.4,276.48,5.7
456,san javier,0.0,ES,1552534568.0,87.0,37.81,-0.83,283.71,2.1
457,brawley,20.0,US,1552534296.0,27.0,32.98,-115.53,292.15,0.76
458,cayambe,75.0,EC,1552532400.0,87.0,0.04,-78.14,288.15,1.5
460,jaguariaiva,24.0,BR,1552534544.0,99.0,-24.25,-49.71,292.59,1.34
461,hobyo,36.0,SO,1552534721.0,85.0,5.35,48.53,299.155,6.11
462,belomorsk,8.0,RU,1552534721.0,77.0,64.52,34.76,259.355,2.66
463,oeiras do para,80.0,BR,1552534721.0,99.0,-2.0,-49.85,297.13,2.06
464,fairbanks,75.0,US,1552534445.0,58.0,64.84,-147.72,275.37,4.1
465,salalah,0.0,OM,1552531800.0,53.0,17.01,54.1,295.15,1.0
466,ushtobe,0.0,KZ,1552534722.0,73.0,45.25,77.98,274.355,1.16
467,lewistown,1.0,US,1552534690.0,93.0,40.39,-90.15,289.15,5.7
468,dudinka,88.0,RU,1552534722.0,86.0,69.41,86.18,267.655,7.06
469,dwarka,40.0,IN,1552534208.0,77.0,28.58,77.04,297.04,3.1
470,oranjestad,20.0,AW,1552532400.0,83.0,12.52,-70.03,299.15,8.7
471,chimbote,8.0,PE,1552534723.0,92.0,-9.08,-78.59,294.98,1.91
472,bestobe,0.0,KZ,1552534723.0,88.0,52.5,73.1,270.805,4.71
473,abu dhabi,20.0,AE,1552532400.0,93.0,24.47,54.37,289.15,1.5
475,portland,75.0,US,1552534519.0,61.0,45.52,-122.67,283.15,1.5
476,kuytun,80.0,RU,1552534724.0,80.0,54.34,101.51,275.23,2.46
477,nelson bay,75.0,AU,1552534556.0,65.0,-32.72,152.14,300.15,9.8
478,xuanhua,68.0,CN,1552534725.0,42.0,40.61,115.04,275.28,2.36
479,gamba,24.0,CN,1552534725.0,88.0,28.28,88.52,264.755,1.36
480,saint-louis,90.0,CH,1552534680.0,75.0,47.59,7.56,279.26,4.6
481,gwadar,0.0,PK,1552534725.0,100.0,25.12,62.33,289.38,1.26
482,denpasar,20.0,ID,1552532400.0,79.0,-8.65,115.22,302.15,2.1
483,chinhoyi,44.0,ZW,1552534726.0,67.0,-17.36,30.19,291.48,3.91
485,nueva loja,36.0,EC,1552534726.0,94.0,0.08,-76.88,295.755,0.76
486,wagar,92.0,US,1552534655.0,88.0,31.44,-87.99,293.71,1.79
487,divnogorsk,0.0,RU,1552532400.0,55.0,55.96,92.38,277.15,6.0
488,ambilobe,92.0,MG,1552534727.0,97.0,-13.19,49.05,296.305,1.76
489,prieska,88.0,ZA,1552534727.0,91.0,-29.67,22.74,290.53,2.26
490,bubaque,0.0,GW,1552534727.0,100.0,11.28,-15.83,297.805,1.76
491,barkhan,0.0,PK,1552534728.0,87.0,29.9,69.52,276.655,1.41
492,samarai,100.0,PG,1552534728.0,100.0,-10.62,150.67,299.13,6.81
494,egvekinot,76.0,RU,1552534728.0,68.0,66.32,-179.17,254.055,5.66
495,tautira,75.0,PF,1552532400.0,66.0,-17.73,-149.15,303.15,1.5
496,sawai madhopur,56.0,IN,1552534729.0,68.0,26.02,76.35,291.405,1.76
497,port elizabeth,90.0,US,1552534603.0,60.0,39.31,-74.98,280.37,3.1
498,gornopravdinsk,80.0,RU,1552534729.0,83.0,60.06,69.92,271.48,3.91
499,sao filipe,0.0,CV,1552534729.0,89.0,14.9,-24.5,295.705,7.81
500,emerald,0.0,AU,1552534646.0,36.0,-23.53,148.16,309.82,3.1
502,nyrob,88.0,RU,1552534731.0,95.0,60.74,56.73,269.88,2.41
503,manacapuru,0.0,BR,1552532400.0,78.0,-3.3,-60.62,299.15,1.0
504,cachoeira do sul,56.0,BR,1552534732.0,84.0,-30.05,-52.89,292.355,2.81
505,rio grande,0.0,BR,1552534732.0,94.0,-32.03,-52.1,293.755,6.31
506,kuhdasht,75.0,IR,1552531920.0,70.0,33.53,47.61,281.15,2.1
507,lorengau,76.0,PG,1552534732.0,100.0,-2.02,147.27,300.505,7.46
508,sisimiut,0.0,GL,1552534733.0,50.0,66.94,-53.67,245.405,0.76
509,imeni poliny osipenko,80.0,RU,1552534733.0,84.0,52.42,136.49,270.205,2.16
510,ghotki,0.0,PK,1552534733.0,90.0,28.01,69.32,286.63,1.41
512,rantepao,24.0,ID,1552534733.0,81.0,-2.97,119.9,298.03,0.71
513,ternate,20.0,PH,1552534731.0,55.0,14.29,120.72,304.82,4.1
514,guanica,75.0,PR,1552534727.0,88.0,17.97,-66.91,297.59,2.6
516,lhokseumawe,8.0,ID,1552534734.0,100.0,5.18,97.15,301.655,0.16
517,kjollefjord,64.0,NO,1552534735.0,95.0,70.95,27.35,265.555,7.16
518,steinbach,90.0,CA,1552534696.0,79.0,49.53,-96.69,272.59,6.7
519,faanui,56.0,PF,1552534737.0,100.0,-16.48,-151.75,301.505,6.71
520,jacareacanga,20.0,BR,1552534737.0,88.0,-6.22,-57.76,298.305,0.91
521,talcahuano,0.0,CL,1552532400.0,71.0,-36.72,-73.12,287.15,5.1
522,muyuka,40.0,CM,1552532400.0,94.0,4.29,9.41,299.15,1.5
523,floro,80.0,NO,1552534616.0,86.0,61.6,5.03,276.15,4.6
524,nicoya,0.0,CR,1552532400.0,54.0,10.15,-85.45,300.15,9.3
525,katobu,56.0,ID,1552534738.0,82.0,-4.94,122.53,303.28,3.81
526,vila franca do campo,75.0,PT,1552534710.0,62.0,37.72,-25.43,287.15,5.1
527,kichera,8.0,RU,1552534738.0,80.0,55.93,110.1,265.005,1.06
528,christchurch,92.0,NZ,1552534385.0,63.0,-43.53,172.64,289.82,5.7
529,gardner,1.0,US,1552534621.0,76.0,38.81,-94.93,287.59,10.8
530,stettler,8.0,CA,1552532404.0,66.0,52.32,-112.71,268.71,2.56
531,grand gaube,20.0,MU,1552534445.0,83.0,-20.01,57.66,299.26,1.0
532,shimoda,75.0,JP,1552534728.0,43.0,34.7,138.93,288.15,5.1
533,tsuyama,75.0,JP,1552534355.0,75.0,35.14,134.03,284.82,4.1
534,morogoro,88.0,TZ,1552534740.0,92.0,-6.82,37.67,295.855,1.51
535,moree,92.0,AU,1552534314.0,40.0,-29.46,149.84,303.71,5.1
536,finschhafen,68.0,PG,1552534740.0,88.0,-6.6,147.85,299.405,1.51
537,chon daen,0.0,TH,1552532400.0,42.0,16.19,100.86,301.15,1.0
538,yarmouth,92.0,GB,1552534680.0,93.0,50.71,-1.5,282.04,6.2
539,lakes entrance,100.0,AU,1552534610.0,70.0,-37.88,147.99,295.37,3.13
541,livny,80.0,RU,1552534710.0,81.0,52.43,37.61,266.505,1.31
542,ocara,88.0,BR,1552534741.0,97.0,-4.49,-38.6,297.23,1.31
543,westport,92.0,IE,1552534696.0,94.0,53.8,-9.52,282.59,5.81
544,iracoubo,80.0,GF,1552534742.0,76.0,5.48,-53.21,298.655,2.51
545,nacala,24.0,MZ,1552534742.0,94.0,-14.56,40.69,301.255,5.46
546,kribi,100.0,CM,1552534742.0,90.0,2.94,9.91,298.98,1.76
548,sorong,56.0,ID,1552534743.0,97.0,-0.86,131.25,301.455,4.61
549,cabo san lucas,40.0,MX,1552534522.0,59.0,22.89,-109.91,292.59,4.21
550,amarante do maranhao,92.0,BR,1552534743.0,97.0,-5.57,-46.74,294.805,1.56
551,thompson,75.0,CA,1552532400.0,68.0,55.74,-97.86,270.15,3.1
552,plana nad luznici,44.0,CZ,1552534706.0,77.0,49.35,14.7,277.59,6.76
553,changji,8.0,CN,1552534745.0,75.0,32.07,116.17,290.005,2.26
554,pasighat,36.0,IN,1552534564.0,59.0,28.06,95.33,294.03,0.71
555,cabedelo,20.0,BR,1552532400.0,94.0,-6.97,-34.84,299.15,1.0
556,almaznyy,0.0,RU,1552532400.0,92.0,48.03,40.04,269.15,1.76
557,katsuura,40.0,JP,1552534112.0,34.0,33.93,134.5,285.15,6.2
558,malkara,0.0,TR,1552534746.0,98.0,40.89,26.9,274.705,2.86
559,kolondieba,0.0,ML,1552534746.0,28.0,11.09,-6.89,295.705,4.51
560,furtwangen,90.0,DE,1552534728.0,81.0,48.05,8.22,280.15,2.1
561,sao gabriel da cachoeira,20.0,BR,1552534747.0,90.0,-0.13,-67.09,297.48,0.91
562,morant bay,20.0,JM,1552532400.0,57.0,17.88,-76.41,299.15,0.5
563,cap malheureux,20.0,MU,1552534745.0,83.0,-19.98,57.61,299.26,1.0
564,brigantine,90.0,US,1552534744.0,60.0,39.41,-74.36,279.26,3.6
565,sundsvall,88.0,SE,1552534523.0,93.0,62.39,17.31,274.82,5.1
566,moose factory,90.0,CA,1552532400.0,93.0,51.26,-80.61,275.15,2.1
568,skierniewice,75.0,PL,1552534743.0,74.0,51.96,20.14,277.59,3.6
569,kiama,75.0,AU,1552534625.0,69.0,-34.67,150.86,297.15,3.6
570,nhulunbuy,20.0,AU,1552532400.0,59.0,-12.18,136.78,305.15,4.1
571,pringsewu,24.0,ID,1552534749.0,89.0,-5.36,104.98,300.73,1.51
572,plonsk,0.0,PL,1552534743.0,85.0,52.62,20.38,278.15,3.6
573,avera,1.0,US,1552534715.0,77.0,33.19,-82.53,290.15,2.6
574,kavaratti,0.0,IN,1552534750.0,99.0,10.57,72.64,301.78,6.31
575,panji,0.0,CN,1552534750.0,64.0,32.78,116.82,290.38,4.91
577,port-gentil,92.0,GA,1552534751.0,100.0,-0.72,8.78,298.23,2.96
578,maryville,90.0,US,1552534717.0,62.0,40.35,-94.87,287.15,8.7
579,nioro,0.0,GM,1552534751.0,22.0,13.79,-15.05,295.855,5.76
580,rabo de peixe,75.0,PT,1552534710.0,62.0,37.8,-25.58,287.15,5.1
581,sevilla,0.0,ES,1552534741.0,66.0,37.39,-6.0,285.93,3.6
582,mocuba,36.0,MZ,1552534752.0,76.0,-16.84,36.99,297.355,4.36
583,conde,92.0,BR,1552534752.0,94.0,-11.81,-37.61,299.73,3.06
584,kyzyl-suu,8.0,KG,1552534752.0,100.0,42.34,78.0,271.205,1.96
585,siocon,0.0,PH,1552534753.0,90.0,11.03,124.04,300.805,3.16
586,lundazi,12.0,ZM,1552534753.0,92.0,-12.29,33.17,290.63,1.21
587,zeya,32.0,RU,1552534753.0,48.0,53.74,127.27,269.855,1.41
588,emba,75.0,CY,1552534310.0,87.0,34.81,32.42,285.15,2.6
589,sola,75.0,NO,1552534503.0,93.0,58.89,5.65,278.15,4.1
590,fondi,40.0,IT,1552534744.0,87.0,41.36,13.43,283.15,4.6
591,teguldet,92.0,RU,1552534754.0,80.0,57.31,88.17,273.73,3.86
592,carolina,75.0,PR,1552534534.0,94.0,18.38,-65.96,296.48,3.1
594,dinar,0.0,TR,1552531800.0,86.0,38.07,30.16,278.15,4.1
595,talnakh,88.0,RU,1552534755.0,86.0,69.49,88.39,266.88,7.66
596,akdepe,0.0,TM,1552532400.0,53.0,42.05,59.39,284.15,5.1
597,churapcha,64.0,RU,1552534755.0,72.0,62.0,132.43,264.055,1.66
598,kharp,0.0,RU,1552534755.0,74.0,66.82,65.8,258.305,5.66
599,general cepeda,5.0,MX,1552534558.0,40.0,25.38,-101.48,295.15,1.66
600,moss vale,75.0,AU,1552534164.0,69.0,-34.55,150.37,297.15,3.6
601,catuday,44.0,PH,1552534757.0,95.0,16.29,119.81,300.53,2.56
602,balkhash,0.0,KZ,1552532400.0,92.0,46.84,74.98,267.15,4.0
603,novikovo,0.0,UA,1552534758.0,100.0,45.05,34.56,269.405,1.51
604,puri,20.0,ID,1552532400.0,66.0,-7.54,112.45,303.15,3.6
605,anadyr,40.0,RU,1552534388.0,77.0,64.73,177.51,255.37,4.0
606,miyazu,40.0,JP,1552532400.0,100.0,35.58,135.2,278.15,1.5
608,mumford,0.0,GH,1552534835.0,93.0,5.26,-0.76,299.955,3.46
609,harqalah,92.0,SY,1552534835.0,96.0,35.96,38.95,283.405,3.86
610,mount isa,0.0,AU,1552532400.0,28.0,-20.73,139.49,309.15,2.1
611,alofi,75.0,NU,1552532400.0,70.0,-19.06,-169.92,302.15,7.2
612,horta,0.0,ES,1552534830.0,87.0,41.43,2.16,284.82,0.5
613,tsaratanana,12.0,MG,1552534836.0,93.0,-16.8,47.65,293.53,1.56
614,gushikawa,1.0,JP,1552534388.0,46.0,26.35,127.87,295.15,5.1
615,alacaygan,0.0,PH,1552534836.0,49.0,10.84,123.06,303.255,5.36
616,kargil,64.0,PK,1552534837.0,79.0,34.56,76.13,256.155,0.76
617,grand-couronne,92.0,FR,1552534805.0,87.0,49.35,1.0,281.15,5.7
618,ostrovnoy,12.0,RU,1552534837.0,76.0,68.05,39.51,260.305,5.71
619,waiouru,92.0,NZ,1552534682.0,85.0,-39.48,175.67,292.53,1.41
620,mahanoro,92.0,MG,1552534837.0,100.0,-19.9,48.8,295.605,1.41
621,san quintin,64.0,PH,1552534838.0,68.0,17.54,120.52,299.73,1.66
622,sadove,32.0,UA,1552534838.0,78.0,51.0,34.18,268.355,3.91
623,sainte-thecle,90.0,CA,1552532940.0,92.0,46.82,-72.5,272.15,2.6
624,the pas,1.0,CA,1552532400.0,79.0,53.82,-101.24,269.15,1.0
625,sobolevo,80.0,RU,1552534839.0,85.0,54.43,31.9,270.98,6.11
626,prince rupert,90.0,CA,1552532400.0,91.0,54.32,-130.32,279.15,5.7
627,tinskoy,92.0,RU,1552534839.0,83.0,56.15,96.92,275.105,4.96
628,jatiroto,20.0,ID,1552530600.0,70.0,-6.89,111.01,303.15,3.1
629,maroantsetra,76.0,MG,1552534839.0,100.0,-15.43,49.74,296.505,0.36
630,agadez,0.0,NE,1552534840.0,19.0,16.97,7.99,296.03,5.36
631,neiafu,75.0,TO,1552532400.0,79.0,-18.65,-173.98,302.15,3.1
632,saint-georges,88.0,CA,1552534296.0,93.0,46.12,-70.67,272.04,1.41
633,nykoping,90.0,SE,1552531800.0,93.0,58.75,17.01,276.15,4.1
634,roald,92.0,NO,1552534801.0,100.0,62.58,6.12,275.15,5.1
635,miandrivazo,64.0,MG,1552534841.0,96.0,-19.53,45.46,294.13,1.16
